Ár;Mánuður;Heiti;Bankar, sparisjóðir og lánafyrirtæki;Verðbréfa- og fjárfestingarsjóðir;Lífeyrissjóðir;Fyrirtæki;Tryggingafélög;Einstaklingar;Aðrir;Erlendir aðilar
2018;mar;RIKS 30 0701;12674;13741;46323;469;;377;914;0
2018;mar;RIKS 33 0321;12590;1756;5253;1402;;2025;1724;9423
2018;mar;Víxlar alls;10620;3960;;700;;920;238;1923
2018;feb;RIKB 19 0226;6054;12372;7614;2379;;2680;23487;26247
2018;feb;RIKB 20 0205;5913;17467;24537;9208;;1217;11276;5510
2018;feb;RIKB 22 1026;2153;13001;26172;6280;;1404;10774;12399
2018;feb;RIKB 25 0612;1881;7219;48768;5187;;788;11915;21356
2018;feb;RIKB 28 1115;3858;9265;18952;3907;;327;2032;5567
2018;feb;RIKB 31 0124;2043;5622;52078;6057;;213;2660;27882
2018;feb;RIKH 18 1009;22681;460;11865;;;;4705;75
2018;feb;RIKS 21 0414;12536;16927;21438;4221;;4652;2561;383
2018;feb;RIKS 30 0701;12625;13790;46272;469;;377;914;0
2018;feb;RIKS 33 0321;12590;1714;5205;1424;;2039;1778;9423
2018;feb;Víxlar alls;10300;4360;;680;;902;208;1923
2018;jan;RIKB 19 0226;6270;12606;9490;2170;;2689;23904;26247
2018;jan;RIKB 20 0205;5479;17811;24576;9345;;1240;11781;4837
2018;jan;RIKB 22 1026;2081;12989;25794;6299;;1395;10327;12828
2018;jan;RIKB 25 0612;2739;7010;48780;5126;;779;11540;21488
2018;jan;RIKB 28 1115;2925;9970;17342;4558;;313;2133;5566
2018;jan;RIKB 31 0124;2609;5504;51828;5547;;214;2770;27533
2018;jan;RIKH 18 1009;32681;460;12065;;;;4705;75
2018;jan;RIKS 21 0414;12536;15267;22525;4264;;4497;2411;125
2018;jan;RIKS 30 0701;12506;14485;45424;449;;376;906;100
2018;jan;RIKS 33 0321;12590;1499;4964;1421;;2078;2198;9423
2018;jan;Víxlar alls;9167;4696;;677;;742;233;
2017;des;RIKB 19 0226;5425;12179;10225;2398;;3352;24081;26221
2017;des;RIKB 20 0205;4786;18353;24598;8895;;1433;11309;5285
2017;des;RIKB 22 1026;822;11648;25384;6702;;1284;10407;12828
2017;des;RIKB 25 0612;2103;7400;48490;5097;;803;11540;21506
2017;des;RIKB 28 1115;2212;10481;16872;5250;;315;1961;5566
2017;des;RIKB 31 0124;1072;5128;51215;6020;;214;2643;29786
2017;des;RIKH 18 1009;52681;460;12065;;;;4705;75
2017;des;RIKS 21 0414;12493;14540;23055;3975;;4440;2411;373
2017;des;RIKS 30 0701;12199;15031;44539;449;;373;856;869
2017;des;RIKS 33 0321;12590;1449;4864;1421;;2058;2298;9491
2017;des;Víxlar alls;9437;5163;;500;;442;228;5
2017;nóv;RIKB 19 0226;5158;11743;10743;2614;;3356;24184;26221
2017;nóv;RIKB 20 0205;5438;17916;24678;8078;;1445;11714;5315
2017;nóv;RIKB 22 1026;1363;11839;25364;6428;;1293;10364;12838
2017;nóv;RIKB 25 0612;2615;7231;48680;4971;;811;11380;21524
2017;nóv;RIKB 28 1115;3647;9681;16172;4055;;324;2037;5566
2017;nóv;RIKB 31 0124;2065;4429;51105;6079;;272;2333;29802
2017;nóv;RIKH 18 1009;69516;460;12090;;;;4845;75
2017;nóv;RIKS 21 0414;13118;14272;23215;4105;;4589;2401;373
2017;nóv;RIKS 30 0701;12379;15251;44514;449;;369;836;869
2017;nóv;RIKS 33 0321;12590;1411;4839;1421;;2235;2160;9517
2017;nóv;Víxlar alls;9267;4363;;665;;337;228;5
2017;okt;RIKB 19 0226;5184;10729;11746;3199;;3362;24486;25498
2017;okt;RIKB 20 0205;6608;18270;24958;7492;;1406;11674;4276
2017;okt;RIKB 22 1026;1931;11660;25664;5900;;1294;9914;12839
2017;okt;RIKB 25 0612;1600;7725;48630;5593;;811;11130;21524
2017;okt;RIKB 28 1115;3706;8712;15717;3369;;421;1817;5529
2017;okt;RIKB 31 0124;1936;4953;50910;5849;;302;2208;29802
2017;okt;RIKH 18 1009;106516;460;12090;;;;4845;75
2017;okt;RIKS 21 0414;12654;13372;23205;5166;;4588;2601;388
2017;okt;RIKS 30 0701;12560;14791;44481;492;;371;846;918
2017;okt;RIKS 33 0321;12590;1389;4789;1421;;2235;2160;9588
2017;okt;Víxlar alls;11967;3903;;75;;15;40;5
2017;sep;RIKB 19 0226;4036;11394;11056;3818;;3366;24486;25290
2017;sep;RIKB 20 0205;8041;17325;24073;8019;;1313;11824;4089
2017;sep;RIKB 22 1026;1808;11232;25529;5723;;1301;9074;12069
2017;sep;RIKB 25 0612;2618;7301;49132;5572;;862;10061;21524
2017;sep;RIKB 28 1115;4156;8011;15717;2574;;402;1358;5257
2017;sep;RIKB 31 0124;1671;4455;52570;4948;;360;2154;29602
2017;sep;RIKH 18 1009;106516;460;12090;;;;4888;32
2017;sep;RIKS 21 0414;11717;13447;23501;5265;;4644;2806;744
2017;sep;RIKS 30 0701;12713;14320;44495;496;;368;891;1063
2017;sep;RIKS 33 0321;12590;1284;4789;1441;;2321;2160;9588
2017;sep;Víxlar alls;8300;2623;667;255;;215;40;5
2017;ágú;RIKB 19 0226;3467;11312;10955;4410;;3343;24653;25315
2017;ágú;RIKB 20 0205;6824;16545;24597;6717;;1189;12058;4542
2017;ágú;RIKB 22 1026;1476;11399;25459;6128;;1396;8844;12067
2017;ágú;RIKB 25 0612;2787;7622;49104;5098;;1041;10061;21930
2017;ágú;RIKB 28 1115;4333;6208;14403;1758;;398;1268;4631
2017;ágú;RIKB 31 0124;2728;5124;51855;4026;;233;2239;29256
2017;ágú;RIKH 18 1009;106516;510;12075;;;;4810;75
2017;ágú;RIKS 21 0414;10355;13654;23762;6288;;4601;2792;821
2017;ágú;RIKS 30 0701;12476;14852;44595;496;;313;791;1088
2017;ágú;RIKS 33 0321;12590;1240;4789;1441;;2321;2160;9632
2017;ágú;Víxlar alls;6967;2033;;345;;15;40;5
2017;júl;RIKB 19 0226;2957;11799;11315;4016;;3352;24603;25315
2017;júl;RIKB 20 0205;7594;16055;25000;6203;;1243;11904;4367
2017;júl;RIKB 22 1026;1192;11072;25679;7479;;1583;8854;10734
2017;júl;RIKB 25 0612;1315;7350;49007;5589;;1044;10261;22367
2017;júl;RIKB 28 1115;3733;6157;14068;2983;;395;1235;4631
2017;júl;RIKB 31 0124;2782;4651;52155;4913;;156;2179;29165
2017;júl;RIKH 18 1009;121716;510;12075;;;;4810;75
2017;júl;RIKS 21 0414;10821;13083;24072;5180;;4620;2827;821
2017;júl;RIKS 30 0701;12627;15441;44545;557;;326;761;1088
2017;júl;RIKS 33 0321;12590;1208;4789;1441;;2353;2160;9632
2017;júl;Víxlar alls;6500;1600;;;;;2030;5
2017;jún;RIKB 19 0226;3309;12051;14287;4371;;3362;25005;25315
2017;jún;RIKB 20 0205;8113;14893;23051;6050;;1240;11545;4365
2017;jún;RIKB 22 1026;1788;11096;25876;7077;;1589;8651;10734
2017;jún;RIKB 25 0612;1629;7339;49292;5335;;1078;9964;22617
2017;jún;RIKB 28 1115;4081;6203;13694;2578;;396;1015;3334
2017;jún;RIKB 31 0124;2350;4701;52725;5313;;156;2159;28606
2017;jún;RIKH 18 1009;121716;510;12075;;;;4810;75
2017;jún;RIKS 21 0414;11440;12663;24319;5227;;4583;2827;821
2017;jún;RIKS 30 0701;12460;15243;44868;694;;470;713;1088
2017;jún;RIKS 33 0321;12590;1055;4789;1441;;2400;2160;9738
2017;jún;Víxlar alls;3650;850;;;;;3695;
2017;maí;RIKB 19 0226;2591;12548;14432;4350;;3365;24632;25790
2017;maí;RIKB 20 0205;8230;15618;23228;5406;;1202;11272;4302
2017;maí;RIKB 22 1026;1423;11315;25700;6734;;1550;8538;10832
2017;maí;RIKB 25 0612;2682;6254;48767;5744;;1085;10164;22666
2017;maí;RIKB 28 1115;4281;6333;13544;2863;;357;939;3334
2017;maí;RIKB 31 0124;2687;4605;52725;5428;;153;2159;28200
2017;maí;RIKH 18 1009;133468;660;15174;;;;4804;81
2017;maí;RIKS 21 0414;10571;13023;24409;6004;;4619;2927;821
2017;maí;RIKS 30 0701;11890;14343;45955;695;;473;618;1115
2017;maí;RIKS 33 0321;12590;942;4787;1441;;2514;2160;9738
2017;maí;Víxlar alls;3500;;;;;;3595;100
2017;apr;RIKB 19 0226;4611;11394;13196;5043;;3380;23511;26878
2017;apr;RIKB 20 0205;6933;14836;23173;5884;;1110;11272;4347
2017;apr;RIKB 22 1026;2684;11553;24780;6321;;1534;8297;11138
2017;apr;RIKB 25 0612;2179;5828;48795;5268;;1142;9777;23972
2017;apr;RIKB 28 1115;3981;6326;12764;2148;;318;839;2926
2017;apr;RIKB 31 0124;2757;4518;54355;4785;;156;2053;27036
2017;apr;RIKH 18 1009;132368;680;16254;;;;4795;91
2017;apr;RIKS 21 0414;9550;13915;24296;6652;;4578;2819;483
2017;apr;RIKS 30 0701;12247;13647;46542;695;;435;578;1126
2017;apr;RIKS 33 0321;12590;484;5211;1418;;2573;2160;9738
2017;apr;Víxlar alls;;;;;;;11065;150
2017;mar;RIKB 19 0226;4800;11668;13294;5014;;3381;23394;27004
2017;mar;RIKB 20 0205;6143;15153;22953;6584;;1095;11192;4135
2017;mar;RIKB 22 1026;2346;11645;24980;6621;;1552;8297;11534
2017;mar;RIKB 25 0612;2631;5679;48695;5612;;1229;9743;24222
2017;mar;RIKB 28 1115;2271;5124;12764;1890;;454;439;726
2017;mar;RIKB 31 0124;3656;4961;54355;4952;;226;1961;25848
2017;mar;RIKH 18 1009;132368;680;16254;;;;4795;91
2017;mar;RIKS 21 0414;9736;12986;24456;6181;;4594;2739;483
2017;mar;RIKS 30 0701;12032;13896;46052;695;;444;424;1128
2017;mar;RIKS 33 0321;12590;484;5187;1443;;2572;2160;9738
2017;mar;Víxlar alls;;;;;;;19060;155
2017;feb;RIKB 19 0226;2096;15438;11339;5721;;3528;8121;42887
2017;feb;RIKB 20 0205;7130;18558;17947;7623;;1329;5983;8885
2017;feb;RIKB 22 1026;2813;11133;24665;7048;;1426;1762;17830
2017;feb;RIKB 25 0612;2432;4065;51087;4844;;858;5285;29367
2017;feb;RIKB 28 1115;1993;2213;12579;1257;;456;129;718
2017;feb;RIKB 31 0124;2066;4103;55808;5034;;282;956;27811
2017;feb;RIKH 18 1009;144096;380;22354;;;;445;4441
2017;feb;RIKS 21 0414;9999;13854;24060;5671;;4710;2848;483
2017;feb;RIKS 30 0701;11964;13786;46212;595;;479;424;1129
2017;feb;RIKS 33 0321;12590;413;5187;1443;;2597;2160;9783
2017;feb;Víxlar alls;;;;;;;;19215
2017;jan;RIKB 17 0206;3540;14043;4145;983;;1217;776;8855
2017;jan;RIKB 19 0226;1836;13585;11963;5403;;3606;8062;43258
2017;jan;RIKB 20 0205;6916;19034;16930;8575;;1396;5608;8883
2017;jan;RIKB 22 1026;2061;11857;24219;6898;;1398;1762;17830
2017;jan;RIKB 25 0612;1910;4059;51043;4789;;873;5268;29397
2017;jan;RIKB 28 1115;2531;1684;12313;1057;;484;61;717
2017;jan;RIKB 31 0124;1993;3701;56666;4834;;282;1041;27233
2017;jan;RIKH 18 1009;144096;380;22354;;;;445;4441
2017;jan;RIKS 21 0414;10290;13101;24025;5430;;4715;3693;532
2017;jan;RIKS 30 0701;12594;13212;46489;595;;492;381;1135
2017;jan;RIKS 33 0321;12590;413;5187;1443;;2597;2160;9783
2017;jan;Víxlar alls;;;;;;;;19115
2016;des;RIKB 17 0206;132;15795;4723;2973;;1788;2369;9215
2016;des;RIKB 19 0226;2318;10880;13119;6380;;3957;7996;43261
2016;des;RIKB 20 0205;6615;16529;14192;8696;;1411;3692;8539
2016;des;RIKB 22 1026;2899;11175;23897;7021;;1328;1671;17863
2016;des;RIKB 25 0612;1474;4679;50908;4475;;874;5338;29387
2016;des;RIKB 28 1115;;;10918;;;;;
2016;des;RIKB 31 0124;1764;3936;56652;4545;;287;985;27242
2016;des;RIKH 18 1009;144096;380;22354;;;;445;4441
2016;des;RIKS 21 0414;9786;13632;24179;5420;;4708;3669;482
2016;des;RIKS 30 0701;12374;13101;46319;595;;472;381;1135
2016;des;RIKS 33 0321;12590;413;5187;1443;;2597;2160;9683
2016;des;Víxlar alls;;;;;;;;19116
2016;nóv;RIKB 17 0206;3780;12991;4881;2718;;1707;2061;9215
2016;nóv;RIKB 19 0226;3022;10211;14351;5408;;3980;7946;43278
2016;nóv;RIKB 20 0205;6634;17019;14503;6906;;1476;4553;8584
2016;nóv;RIKB 22 1026;3878;10877;24315;6997;;1290;1697;17862
2016;nóv;RIKB 25 0612;2245;4572;52333;3606;;876;5298;29424
2016;nóv;RIKB 31 0124;2294;3666;58797;3705;;302;920;27232
2016;nóv;RIKH 18 1009;165589;380;2057;;;;445;4441
2016;nóv;RIKS 21 0414;9346;14139;24749;5342;;4699;3565;482
2016;nóv;RIKS 30 0701;12687;12531;44443;602;;453;449;1135
2016;nóv;RIKS 33 0321;12590;413;5187;1443;;2597;2160;9683
2016;nóv;Víxlar alls;;;;;;;;19116
2016;okt;RIKB 17 0206;6413;10858;4906;2530;;717;2209;9215
2016;okt;RIKB 19 0226;5053;10248;14392;4187;;3991;7820;43313
2016;okt;RIKB 20 0205;7466;16852;13603;5946;;1473;4253;10099
2016;okt;RIKB 22 1026;2805;10492;24200;7039;;941;1467;18286
2016;okt;RIKB 25 0612;2267;4279;51964;4608;;857;5264;29438
2016;okt;RIKB 31 0124;3323;3348;60353;3826;;116;911;25074
2016;okt;RIKH 18 1009;175216;380;2425;;;;450;4441
2016;okt;RIKS 21 0414;10207;14451;24123;5329;;4828;4118;525
2016;okt;RIKS 30 0701;13105;11084;44489;802;;455;352;1135
2016;okt;RIKS 33 0321;12590;413;5187;1443;;2597;2160;9683
2016;okt;Víxlar alls;;175;;;;;1271;12650
2016;sep;RIKB 16 1013;5085;2067;266;558;;149;12864;44642
2016;sep;RIKB 17 0206;8648;6283;6327;3285;;728;2310;9215
2016;sep;RIKB 19 0226;3288;10899;15323;4054;;3963;7407;43429
2016;sep;RIKB 20 0205;7842;14829;11807;4440;;1324;2767;14133
2016;sep;RIKB 22 1026;2655;8224;23720;6565;;761;1357;21017
2016;sep;RIKB 25 0612;1388;4386;52018;4319;;834;5219;29443
2016;sep;RIKB 31 0124;3657;5452;62405;4499;;100;926;18911
2016;sep;RIKH 18 1009;175216;380;2425;;;;450;4441
2016;sep;RIKS 21 0414;10570;15786;23952;5228;;4794;4158;525
2016;sep;RIKS 30 0701;11550;7326;41579;275;;191;292;1135
2016;sep;RIKS 33 0321;12590;413;5187;1443;;2597;2160;9783
2016;sep;Víxlar alls;;325;;;;;1271;12377
2016;ágú;RIKB 16 1013;3374;3887;304;866;;149;12874;44642
2016;ágú;RIKB 17 0206;7171;5957;6651;4609;;681;2612;9300
2016;ágú;RIKB 19 0226;4213;11171;15439;4253;;3670;7293;43429
2016;ágú;RIKB 20 0205;6296;13173;11661;3923;;888;3184;14132
2016;ágú;RIKB 22 1026;3156;8639;23990;6242;;787;1587;21094
2016;ágú;RIKB 25 0612;2622;4092;53185;3789;;712;5208;30040
2016;ágú;RIKB 31 0124;2458;4318;63581;3808;;53;766;19496
2016;ágú;RIKH 18 1009;174294;596;2952;22;;;607;4441
2016;ágú;RIKS 21 0414;9731;16328;24150;5356;;4713;4558;525
2016;ágú;RIKS 30 0701;11550;7451;41454;275;;190;292;1135
2016;ágú;RIKS 33 0321;12590;413;5187;1443;;2597;2160;9783
2016;ágú;Víxlar alls;;325;;;;;5493;14377
2016;júl;RIKB 16 1013;1197;4210;1646;1132;;157;12974;44731
2016;júl;RIKB 17 0206;6240;6611;6500;4716;;684;2739;9490
2016;júl;RIKB 19 0226;2382;9652;14355;4025;;3569;6735;47934
2016;júl;RIKB 20 0205;4140;12161;11641;4187;;465;2734;17264
2016;júl;RIKB 22 1026;1228;7109;24285;4814;;767;1142;21094
2016;júl;RIKB 25 0612;716;3449;57071;3551;;712;5244;30025
2016;júl;RIKB 31 0124;1256;2469;66893;3651;;347;973;18764
2016;júl;RIKH 18 1009;172130;639;4551;22;;;1129;4441
2016;júl;RIKS 21 0414;9988;16373;23545;5464;;4103;4479;463
2016;júl;RIKS 30 0701;11550;7346;41454;275;;295;292;1135
2016;júl;RIKS 33 0321;12590;413;5187;1443;;2597;2160;9783
2016;júl;Víxlar alls;;295;;;;;7193;12734
2016;jún;RIKB 16 1013;1242;4010;1586;1332;;146;12974;44757
2016;jún;RIKB 17 0206;6185;6581;6410;5461;;674;2519;9490
2016;jún;RIKB 19 0226;3639;9009;13918;4003;;3563;6525;47946
2016;jún;RIKB 20 0205;3714;11869;10401;4111;;379;2534;17264
2016;jún;RIKB 22 1026;1397;7209;24585;4098;;845;1762;21094
2016;jún;RIKB 25 0612;1134;3344;57391;3055;;707;5244;30037
2016;jún;RIKB 31 0124;1722;2250;67863;3281;;350;973;18764
2016;jún;RIKH 18 1009;172130;639;4551;22;;;1129;4441
2016;jún;RIKS 21 0414;9295;16401;23490;5768;;4037;4479;463
2016;jún;RIKS 30 0701;11550;7346;41454;275;;295;292;1135
2016;jún;RIKS 33 0321;12590;413;5187;1443;;2597;2160;9693
2016;jún;Víxlar alls;;245;;;;;7193;12764
2016;maí;RIKB 16 1013;1166;3359;305;798;;129;4598;56182
2016;maí;RIKB 17 0206;7969;5266;5597;4572;;455;2568;9491
2016;maí;RIKB 19 0226;4286;8657;13662;4556;;3725;2368;52600
2016;maí;RIKB 20 0205;4313;11477;9336;4513;;213;2329;17541
2016;maí;RIKB 22 1026;2394;7049;23985;4082;;864;1294;21112
2016;maí;RIKB 25 0612;1912;3218;56904;3006;;707;4327;31498
2016;maí;RIKB 31 0124;1775;2507;68285;2174;;182;446;19099
2016;maí;RIKH 18 1009;201800;869;4651;22;;;790;4780
2016;maí;RIKS 21 0414;6914;17532;23640;5864;;4154;4258;678
2016;maí;RIKS 30 0701;11550;7346;41454;275;;295;292;1135
2016;maí;RIKS 33 0321;12590;413;5187;1443;;2597;2160;9783
2016;maí;Víxlar alls;;300;;;;15;;21957
2016;apr;RIKB 16 1013;897;2998;240;793;;129;4698;56182
2016;apr;RIKB 17 0206;6646;4655;4783;4430;;305;2265;9556
2016;apr;RIKB 19 0226;2453;9538;13362;4559;;3730;2068;51853
2016;apr;RIKB 20 0205;4254;11396;8496;3467;;130;2262;18476
2016;apr;RIKB 22 1026;2534;7230;24593;3999;;869;1294;20511
2016;apr;RIKB 25 0612;1371;3518;57576;2606;;707;4227;30885
2016;apr;RIKB 31 0124;1030;2637;68487;2872;;212;466;18525
2016;apr;RIKH 18 1009;201800;869;4651;22;;;790;4780
2016;apr;RIKS 21 0414;7118;17427;23140;6282;;4164;4258;678
2016;apr;RIKS 30 0701;11550;7346;41454;275;;295;292;1135
2016;apr;RIKS 33 0321;12590;413;5187;1443;;2597;2160;9783
2016;apr;Víxlar alls;;340;;;;15;;21991
2016;mar;RIKB 16 1013;766;2959;240;1043;;129;4698;56182
2016;mar;RIKB 17 0206;3709;4067;4298;4147;;305;2183;9431
2016;mar;RIKB 19 0226;3594;10253;13072;4813;;3752;2112;49977
2016;mar;RIKB 20 0205;4770;11580;8116;3317;;130;2182;18576
2016;mar;RIKB 22 1026;2472;6639;24508;3645;;878;1199;21818
2016;mar;RIKB 25 0612;1611;2768;59356;2887;;712;4237;30778
2016;mar;RIKB 31 0124;1027;2689;68723;2622;;212;520;18700
2016;mar;RIKH 18 1009;201490;869;4651;332;;;790;4780
2016;mar;RIKS 21 0414;7016;18415;22902;5979;;4188;4224;778
2016;mar;RIKS 30 0701;11550;7346;41454;275;;295;292;1135
2016;mar;RIKS 33 0321;12590;413;5187;1443;;2591;2160;9789
2016;mar;Víxlar alls;;360;;11;;15;;20367
2016;feb;RIKB 16 1013;1065;2928;240;1265;;299;4399;56330
2016;feb;RIKB 17 0206;5041;4820;3848;3992;;300;1908;8831
2016;feb;RIKB 19 0226;4004;10032;13822;5412;;3502;2082;49494
2016;feb;RIKB 20 0205;3481;11345;9011;2672;;129;2182;14651
2016;feb;RIKB 22 1026;1868;7096;24939;3895;;878;1155;20837
2016;feb;RIKB 25 0612;2547;2631;59203;2813;;934;4247;29659
2016;feb;RIKB 31 0124;952;2820;68977;2758;;47;494;18500
2016;feb;RIKH 18 1009;201230;1099;4651;332;;;820;4780
2016;feb;RIKS 21 0414;6129;18640;22952;5983;;4180;4419;678
2016;feb;RIKS 30 0701;11550;7346;41454;275;;295;292;1135
2016;feb;RIKS 33 0321;12590;413;5187;1443;;2591;2160;9789
2016;feb;Víxlar alls;;390;;1511;;20;;20665
2016;jan;RIKB 16 1013;1491;2744;240;1322;;797;4474;56380
2016;jan;RIKB 17 0206;3988;4925;2902;4152;;265;1613;8943
2016;jan;RIKB 19 0226;4843;11218;13438;4931;;3342;1947;48180
2016;jan;RIKB 20 0205;3186;11932;8745;2922;;129;2402;13886
2016;jan;RIKB 22 1026;2800;7201;24375;3575;;890;1108;20435
2016;jan;RIKB 25 0612;1441;2930;59536;2780;;1110;4348;29159
2016;jan;RIKB 31 0124;1602;3212;68692;2888;;47;334;16865
2016;jan;RIKH 18 1009;201085;1194;4701;332;;;820;4780
2016;jan;RIKS 21 0414;6061;19061;22067;5768;;4124;4431;697
2016;jan;RIKS 30 0701;11550;9190;39610;275;;393;292;1037
2016;jan;RIKS 33 0321;12590;413;5187;1443;;4228;2160;8152
2016;jan;Víxlar alls;;440;;2811;;20;;19915
2015;des;RIKB 16 1013;523;2906;240;1563;;891;4834;56421
2015;des;RIKB 17 0206;1324;4349;2287;4417;;265;1578;8943
2015;des;RIKB 19 0226;2936;12602;13127;5280;;3430;2065;48161
2015;des;RIKB 20 0205;1381;12160;8220;2422;;131;2402;13605
2015;des;RIKB 22 1026;1522;8909;24625;3552;;952;1133;19140
2015;des;RIKB 25 0612;876;2938;60676;3015;;1150;4348;25931
2015;des;RIKB 31 0124;867;3612;68857;2626;;47;375;16680
2015;des;RIKH 18 1009;200679;1509;4510;682;;;745;4786
2015;des;RIKS 21 0414;4193;20267;22259;6169;;3096;4717;697
2015;des;RIKS 30 0701;11550;8960;39770;345;;393;292;1037
2015;des;RIKS 33 0321;12590;413;5187;1443;;4228;2160;8152
2015;des;Víxlar alls;;620;;2811;;20;;20035
2015;nóv;RIKB 16 1013;453;2683;260;3764;;854;4867;56499
2015;nóv;RIKB 17 0206;1030;4287;2260;4437;;228;1578;8943
2015;nóv;RIKB 19 0226;4104;12161;12853;4535;;3360;2197;48790
2015;nóv;RIKB 20 0205;1592;11303;7956;2114;;140;1782;13215
2015;nóv;RIKB 22 1026;1939;9485;24499;3148;;1015;1272;19141
2015;nóv;RIKB 25 0612;1598;3383;60535;2570;;1019;4588;25741
2015;nóv;RIKB 31 0124;1287;3572;68620;2189;;47;529;16684
2015;nóv;RIKH 18 1009;200589;1509;4510;682;;;745;4876
2015;nóv;RIKS 21 0414;5476;20139;22392;6281;;4119;4717;697
2015;nóv;RIKS 30 0701;11550;9121;39611;345;;393;290;1037
2015;nóv;RIKS 33 0321;12590;413;5187;1443;;4228;2160;8152
2015;nóv;Víxlar alls;;615;;3611;;21;;18654
2015;okt;RIKB 16 1013;554;3020;260;2460;;869;5067;56501
2015;okt;RIKB 17 0206;1989;4656;2210;1680;;228;1628;8943
2015;okt;RIKB 19 0226;5737;11234;13031;3683;;2728;2165;48863
2015;okt;RIKB 20 0205;2245;11030;8091;3064;;87;1677;13158
2015;okt;RIKB 22 1026;2193;8728;24573;4004;;364;1298;19145
2015;okt;RIKB 25 0612;2773;3870;60267;2282;;2012;4323;24042
2015;okt;RIKB 31 0124;1515;4599;68164;3189;;53;456;14956
2015;okt;RIKH 18 1009;201739;938;4031;682;;;645;4876
2015;okt;RIKS 21 0414;3868;21210;22544;7060;;3098;4889;697
2015;okt;RIKS 30 0701;11550;9021;39711;345;;393;290;1037
2015;okt;RIKS 33 0321;12590;413;5187;1443;;4195;2160;8051
2015;okt;Víxlar alls;;759;;3611;;21;;16904
2015;sep;RIKB 16 1013;367;1945;260;2849;;1042;5067;56552
2015;sep;RIKB 17 0206;1502;4640;2210;1486;;242;1623;8831
2015;sep;RIKB 19 0226;4810;11471;12839;4797;;3922;1869;49190
2015;sep;RIKB 20 0205;1631;11478;8098;3693;;168;1613;10931
2015;sep;RIKB 22 1026;1643;8828;25611;4106;;1107;1481;18792
2015;sep;RIKB 25 0612;2212;3826;61453;1687;;2130;4378;20701
2015;sep;RIKB 31 0124;1567;4351;70020;2290;;56;503;14041
2015;sep;RIKH 18 1009;204104;760;2036;732;;;403;4876
2015;sep;RIKS 15 1001;81;1213;4781;1092;;652;180;149
2015;sep;RIKS 21 0414;4980;20365;21859;6768;;4116;4889;697
2015;sep;RIKS 30 0701;11550;9021;39711;345;;393;290;1037
2015;sep;RIKS 33 0321;12590;413;5187;1443;;4228;2160;8051
2015;sep;Víxlar alls;;1249;;2100;;21;150;13556
2015;ágú;RIKB 16 1013;678;1981;260;2911;;754;5002;56552
2015;ágú;RIKB 17 0206;2754;4448;2010;1950;;0;1330;8831
2015;ágú;RIKB 19 0226;7940;10424;12516;4663;;3392;1783;48588
2015;ágú;RIKB 20 0205;2991;11328;8513;3943;;174;1547;7965
2015;ágú;RIKB 22 1026;2751;8726;25561;2963;;1145;1501;18409
2015;ágú;RIKB 25 0612;2048;4468;63010;1792;;1068;4643;19303
2015;ágú;RIKB 31 0124;2787;5077;71427;2147;;55;613;11341
2015;ágú;RIKH 18 1009;204254;860;1779;782;;;360;4876
2015;ágú;RIKS 15 1001;81;1213;4781;1092;;647;180;149
2015;ágú;RIKS 21 0414;4252;20236;21999;5944;;4178;5344;697
2015;ágú;RIKS 30 0701;11550;9021;39711;345;;393;290;1037
2015;ágú;RIKS 33 0321;12590;413;5187;1443;;4228;2160;8051
2015;ágú;Víxlar alls;15;1539;;2100;;23;150;11363
2015;júl;RIKB 16 1013;573;1775;260;2563;;703;5302;56962
2015;júl;RIKB 17 0206;4041;3511;1510;1150;;;1330;8831
2015;júl;RIKB 19 0226;9309;9143;11816;4983;;3426;2019;46917
2015;júl;RIKB 20 0205;3017;11228;8513;4333;;246;1847;5537
2015;júl;RIKB 22 1026;1309;9415;26561;3338;;1269;2001;15432
2015;júl;RIKB 25 0612;1278;5229;62791;2293;;1064;4781;11995
2015;júl;RIKB 31 0124;1836;6194;74807;2177;;58;532;7321
2015;júl;RIKH 18 1009;204654;760;1440;882;;;299;4876
2015;júl;RIKS 15 1001;81;1213;4781;1092;;647;180;149
2015;júl;RIKS 21 0414;3698;21743;21889;6332;;4253;4754;704
2015;júl;RIKS 30 0701;11550;9021;39711;345;;393;290;1037
2015;júl;RIKS 33 0321;12590;413;5187;1443;;4228;2160;8152
2015;júl;Víxlar alls;15;1304;;2100;;23;150;10597
2015;jún;RIKB 16 1013;858;1612;260;2434;;552;5108;56982
2015;jún;RIKB 17 0206;2396;2871;360;1150;;;1230;8831
2015;jún;RIKB 19 0226;8426;9252;12115;4944;;3486;2487;46953
2015;jún;RIKB 20 0205;4252;10448;4513;3753;;246;1747;5537
2015;jún;RIKB 22 1026;1600;11247;26591;3208;;1281;2101;14727
2015;jún;RIKB 25 0612;1074;5576;63671;1663;;1480;4900;10665
2015;jún;RIKB 31 0124;1760;6472;75427;2272;;385;770;5421
2015;jún;RIKH 18 1009;203754;760;1440;1782;;;299;4876
2015;jún;RIKS 15 1001;81;1213;4781;1092;;648;180;149
2015;jún;RIKS 21 0414;4519;20212;22164;6406;;4236;4904;704
2015;jún;RIKS 30 0701;11550;9021;39711;345;;393;290;1037
2015;jún;RIKS 33 0321;12590;413;5187;1443;;4228;2160;8152
2015;jún;Víxlar alls;15;1454;;2100;;23;350;10396
