Ár;Mánuður;Heiti;Bankar, sparisjóðir og lánafyrirtæki;Verðbréfa- og fjárfestingarsjóðir;Lífeyrissjóðir;Fyrirtæki;Tryggingafélög;Einstaklingar;Aðrir;Erlendir aðilar
2010;jan;Víxlar alls;5229;17310;3118;2826;;659;1365;68335
2009;des;RIKB 10 0317;7716;1413;612;1391;;648;297;72266
2009;des;RIKB 10 1210;3331;5292;1022;2264;;3276;1511;44330
2009;des;RIKB 11 0722;989;1864;1068;510;;198;205;10860
2009;des;RIKB 13 0517;6987;4209;4417;1062;;4837;859;50315
2009;des;RIKB 19 0226;18388;14159;14675;4868;;5836;1752;7552
2009;des;RIKB 25 0612;6598;8604;36144;1940;;1744;766;2558
2009;des;RIKH 18 1009;256160;;;;;;;
2009;des;RIKS 15 1001;17732;978;8606;310;;775;100;149
2009;des;Víxlar alls;4532;11944;3190;3383;;589;1285;57737
2009;nóv;RIKB 10 0317;9699;913;422;1376;;659;100;71923
2009;nóv;RIKB 10 1210;5346;3165;863;3347;;2036;1391;44676
2009;nóv;RIKB 11 0722;2329;1362;903;400;;139;5;8982
2009;nóv;RIKB 13 0517;7474;3844;4735;2457;;3134;772;47108
2009;nóv;RIKB 19 0226;18814;14166;13834;4597;;5478;2132;12790
2009;nóv;RIKB 25 0612;9374;4646;15452;1063;;1379;841;2432
2009;nóv;RIKH 18 1009;134935;;;;;;;
2009;nóv;RIKS 15 1001;17722;1084;8500;310;;786;100;149
2009;nóv;Víxlar alls;8113;14252;1913;2857;;303;1280;40649
2009;okt;RIKB 10 0317;10373;343;422;1376;;593;100;71949
2009;okt;RIKB 10 1210;3032;2392;1363;3321;;1967;1443;50304
2009;okt;RIKB 11 0722;2809;962;633;400;;121;;5626
2009;okt;RIKB 13 0517;8913;4829;5110;2463;;3209;882;46943
2009;okt;RIKB 19 0226;17809;15290;13688;4778;;5435;2082;12728
2009;okt;RIKB 25 0612;5742;2696;9617;698;;1188;556;2249
2009;okt;RIKH 18 1009;134935;;;;;;;
2009;okt;RIKS 15 1001;17722;1084;8500;310;;786;100;149
2009;okt;Víxlar alls;18247;18020;2065;2701;;393;1222;46718
2009;sep;RIKB 10 0317;8439;3243;117;1557;;3445;100;68848
2009;sep;RIKB 10 1210;2988;3046;1697;3336;;3379;1498;49231
2009;sep;RIKB 11 0722;2673;570;100;400;;;;5424
2009;sep;RIKB 13 0517;11008;4385;5277;3627;;3621;939;44921
2009;sep;RIKB 19 0226;19799;15885;12948;4822;;5325;2023;12823
2009;sep;RIKB 25 0612;4005;3161;8135;601;;850;827;2067
2009;sep;RIKH 18 1009;134935;;;;;;;
2009;sep;RIKS 15 1001;15425;1013;8500;380;;786;100;149
2009;sep;Víxlar alls;9537;13257;856;1750;;267;520;44343
2009;ágú;RIKB 10 0317;8593;3293;109;1567;;3447;100;68048
2009;ágú;RIKB 10 1210;3065;4296;2002;3352;;4224;1498;48244
2009;ágú;RIKB 11 0722;1592;470;;;;;;5200
2009;ágú;RIKB 13 0517;12580;4515;6299;3545;;3021;1218;42051
2009;ágú;RIKB 19 0226;20035;14962;13239;4936;;5505;1973;13229
2009;ágú;RIKB 25 0612;8466;2369;4776;573;;744;572;2067
2009;ágú;RIKS 15 1001;15425;996;8500;380;;803;100;149
2009;ágú;Víxlar alls;17608;11844;784;250;;213;;51409
2009;júl;RIKB 10 0317;8627;3283;137;1567;;3477;227;67284
2009;júl;RIKB 10 1210;4387;5341;2224;3547;;4246;1696;42891
2009;júl;RIKB 13 0517;13784;5668;7153;3518;;2807;1622;34746
2009;júl;RIKB 19 0226;19089;15516;12439;4928;;5671;2678;13058
2009;júl;RIKB 25 0612;4593;1364;3976;530;;457;172;2067
2009;júl;RIKS 15 1001;13623;996;8490;390;;805;100;149
2009;júl;Víxlar alls;5324;8151;784;;;93;;59648
2009;jún;RIKB 10 0317;8786;3328;137;1817;;4784;227;66053
2009;jún;RIKB 10 1210;6498;5350;2120;3483;;2936;1846;42342
2009;jún;RIKB 13 0517;14597;6258;6910;3506;;2357;1392;33780
2009;jún;RIKB 19 0226;18802;15051;13112;5031;;5092;1969;13007
2009;jún;RIKB 25 0612;2930;1614;3351;792;;401;72;2000
2009;jún;RIKS 15 1001;13623;1007;8479;390;;805;100;149
2009;jún;Víxlar alls;9822;7692;;500;;95;100;35791
2009;maí;RIKB 09 0612;5422;3203;971;3035;;3490;272;71105
2009;maí;RIKB 10 0317;9181;2108;333;1798;;4322;227;62505
2009;maí;RIKB 10 1210;4589;6615;2008;3542;;2590;1796;19690
2009;maí;RIKB 13 0517;13311;6135;6276;2118;;2302;2042;20077
2009;maí;RIKB 19 0226;17445;16368;13158;4545;;4981;2426;13127
2009;maí;RIKS 15 1001;7990;1013;8473;390;;775;100;179
2009;maí;Víxlar alls;11975;6649;890;1219;;209;250;38808
2009;apr;RIKB 09 0612;4506;3064;971;4045;;3669;272;70368
2009;apr;RIKB 10 0317;9606;728;633;1777;;4366;327;62130
2009;apr;RIKB 10 1210;3980;2589;2267;917;;1564;1306;12204
2009;apr;RIKB 13 0517;11392;2934;5486;450;;1317;1292;20269
2009;apr;RIKB 19 0226;18432;14003;14568;4493;;4320;2240;13173
2009;apr;RIKS 15 1001;7990;1013;8473;390;;775;;179
2009;apr;Víxlar alls;12357;7652;939;2719;;578;700;25054
2009;mar;RIKB 09 0612;6920;3059;36;4045;;3680;272;68586
2009;mar;RIKB 10 0317;9821;1227;1048;1777;;4446;377;60970
2009;mar;RIKB 10 1210;3814;1739;2279;841;;1475;1041;12864
2009;mar;RIKB 13 0517;10856;1990;7070;892;;1305;936;17476
2009;mar;RIKB 19 0226;16706;11407;10295;4766;;3563;1343;12770
2009;mar;RIKS 15 1001;507;1101;8385;390;;775;;179
2009;mar;Víxlar alls;12306;12565;1333;3637;;5589;1207;23173
2009;feb;RIKB 09 0612;11145;2249;36;3982;;3611;272;64900
2009;feb;RIKB 10 0317;13924;2582;1259;2541;;4486;377;54868
2009;feb;RIKB 10 1210;2116;1221;3009;626;;1287;861;12957
2009;feb;RIKB 13 0517;11571;1700;6217;805;;1166;586;17642
2009;feb;RIKB 19 0226;13386;10702;7060;4347;;3598;1043;13628
2009;feb;RIKS 15 1001;511;1101;8385;390;;771;;179
2009;feb;Víxlar alls;28720;18668;1280;4572;;6254;1223;15213
2009;jan;RIKB 09 0612;12290;1730;36;4121;;2693;322;65312
2009;jan;RIKB 10 0317;18103;2616;1409;2739;;1067;377;54545
2009;jan;RIKB 10 1210;2054;876;2459;626;;1273;861;13178
2009;jan;RIKB 13 0517;12728;1323;5482;650;;1103;585;17580
2009;jan;RIKB 19 0226;14426;6916;4876;3564;;3005;1267;13840
2009;jan;RIKS 15 1001;512;1586;8385;390;;770;;179
2009;jan;Víxlar alls;29161;13769;1030;2875;;5923;723;12449
2008;des;RIKB 09 0612;9053;2032;36;3920;;3140;1053;66466
2008;des;RIKB 10 0317;13540;3189;609;2739;;1655;377;52038
2008;des;RIKB 10 1210;7266;976;1409;226;;1609;879;5364
2008;des;RIKB 13 0517;9994;2053;3878;599;;760;547;16880
2008;des;RIKB 19 0226;12066;5499;4939;3308;;1128;877;13974
2008;des;RIKS 15 1001;507;1664;8307;390;;774;;179
2008;des;Víxlar alls;45459;13060;;2144;;2219;208;10535
2008;nóv;RIKB 08 1212;6437;2101;;5271;;2032;756;77901
2008;nóv;RIKB 09 0612;11710;2117;36;3563;;4147;1303;61656
2008;nóv;RIKB 10 0317;16813;2813;313;1492;;1601;101;36277
2008;nóv;RIKB 13 0517;11272;1426;2685;642;;1239;527;16790
2008;nóv;RIKB 19 0226;14226;4764;2744;3258;;1063;857;13948
2008;nóv;RIKS 15 1001;507;1664;8307;410;;757;;179
2008;okt;RIKB 08 1212;8369;2021;;5358;;1766;756;80503
2008;okt;RIKB 09 0612;11509;3384;;3654;;3428;903;61451
2008;okt;RIKB 10 0317;13731;3304;585;1513;;1238;100;38445
2008;okt;RIKB 13 0517;12357;1795;2624;637;;1286;516;16882
2008;okt;RIKB 19 0226;13576;6882;2739;3389;;961;857;12246
2008;okt;RIKS 15 1001;507;1664;8307;410;;733;;203
2008;sep;RIKB 08 1212;6945;2830;;1866;;859;546;85807
2008;sep;RIKB 09 0612;10693;1810;;2175;;765;1203;66375
2008;sep;RIKB 10 0317;19232;2930;50;439;;786;100;37558
2008;sep;RIKB 13 0517;11496;1846;1974;287;;924;581;18297
2008;sep;RIKB 19 0226;12689;8456;4166;3169;;1000;2057;10895
2008;sep;RIKS 15 1001;799;1661;8307;410;;726;;203
